Name,AllianceName,CharacterId,Favorite,Level,Power,Stars,RedStar,GearLevel,Basic,Special,Ultimate,Passive,ISO Class,ISO Level,ISO Armor,ISO Damage,ISO Focus,ISO Health,ISO Resist
BigDiesel,SIGMA Infamously Strange,A.I.M. Assaulter,false,65,60680,8,6,12,6,6,0,5,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,A.I.M. Infector,false,30,9012,8,6,6,3,3,0,1,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,A.I.M. Monstrosity,false,65,56654,8,6,12,6,6,0,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,A.I.M. Researcher,false,42,5901,8,6,8,1,1,0,1,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,A.I.M. Security,false,80,100278,8,6,13,6,6,0,4,Fortifier,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Abomination,true,95,346948,8,7,17,7,7,7,5,Raider,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Absorbing Man,false,90,155995,6,6,15,6,7,6,4,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Adam Warlock,true,90,246092,8,8,15,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Agatha Harkness,true,95,350158,8,8,17,7,7,7,5,Skirmisher,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Agent Coulson,true,75,104757,8,7,13,6,7,7,5,Raider,3,3,3,3,3,3
BigDiesel,SIGMA Infamously Strange,Agent Venom,true,95,321418,8,8,16,7,7,7,5,Raider,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,America Chavez,true,90,227824,8,8,15,6,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Ant-Man,true,85,187743,8,8,15,6,6,6,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Anti-Venom,false,85,196580,8,8,15,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Apocalypse,true,95,243905,7,4,16,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Archangel,true,95,338753,8,6,17,7,7,8,6,Striker,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Baron Zemo,false,90,191064,8,7,15,6,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Beast,true,90,183097,8,7,15,6,7,6,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Beta Ray Bill,false,95,223983,6,6,16,6,7,6,5,Raider,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Bishop,true,90,217859,8,8,15,6,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Black Bolt,true,90,236430,8,8,15,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Black Panther,false,95,334267,8,8,16,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Black Panther (1MM),true,95,288147,8,7,16,6,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Black Widow,true,85,186872,8,7,15,6,7,6,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Blob,true,80,114250,8,7,14,6,6,6,5,Fortifier,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Brawn,true,95,348857,8,7,17,7,7,7,5,Striker,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Bucky Barnes,true,95,281820,7,7,17,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Bullseye,false,65,71548,8,7,12,6,6,6,4,Striker,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Cable,true,85,147550,8,8,13,6,7,7,4,Striker,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Captain America,true,95,334032,8,8,16,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Captain America (Sam),true,93,251123,8,7,16,7,7,7,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Captain America (WWII),false,95,229063,6,6,16,7,7,7,5,Skirmisher,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Captain Carter,true,95,311606,8,7,16,7,7,7,5,Healer,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Captain Marvel,false,87,223609,8,8,15,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Carnage,true,85,155614,8,6,15,7,6,6,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Cloak,true,95,277710,8,7,16,6,7,7,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Colleen Wing,true,85,181166,8,7,15,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Colossus,false,80,134019,8,7,14,6,6,7,5,Fortifier,5,5,5,5,5,5
BigDiesel,SIGMA Infamously Strange,Corvus Glaive,true,90,213067,8,7,16,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Cosmo,false,95,209446,6,6,16,6,6,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Crossbones,true,70,74503,8,7,12,6,6,6,5,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Crystal,true,80,105246,8,6,13,6,6,6,5,Raider,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Cull Obsidian,true,90,210589,8,7,15,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Cyclops,false,80,119964,8,6,14,6,6,7,5,Raider,5,5,5,5,5,5
BigDiesel,SIGMA Infamously Strange,Dagger,true,95,293778,8,7,16,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Daredevil,true,87,137071,8,6,14,6,6,6,5,Raider,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Dark Beast,true,95,350012,8,8,17,7,7,7,5,Skirmisher,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Dazzler,true,95,318758,8,7,17,7,7,7,5,Raider,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Deadpool,false,80,129166,8,6,15,6,7,7,5,Raider,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Deathlok,true,95,331102,8,8,16,7,7,7,5,Raider,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Deathpool,true,95,336809,8,7,17,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Doctor Doom,true,95,304639,8,6,16,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Doctor Octopus,false,88,204186,8,6,16,7,7,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Doctor Strange,true,80,136117,8,7,15,6,7,6,5,Healer,3,3,3,3,3,3
BigDiesel,SIGMA Infamously Strange,Doctor Voodoo,true,85,158845,8,6,14,6,7,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Domino,false,80,132918,8,6,14,6,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Dormammu,true,95,296675,8,5,16,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Drax,false,80,125941,8,7,14,6,6,6,4,Fortifier,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Ebony Maw,false,90,204478,8,7,15,7,7,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Echo,true,90,203243,8,7,15,6,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Electro,true,75,96450,8,7,13,6,6,6,5,Raider,3,3,3,3,3,3
BigDiesel,SIGMA Infamously Strange,Elektra,true,87,141023,8,7,14,6,6,6,5,Skirmisher,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Elsa Bloodstone,true,90,201383,8,8,14,6,6,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Emma Frost,false,93,251517,8,8,16,7,7,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Falcon,false,80,123117,8,7,14,6,6,7,4,Fortifier,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Fantomex,true,95,341633,8,8,17,7,7,7,5,Raider,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Firestar,false,80,128821,6,6,15,6,6,6,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Gambit,true,95,364238,8,8,17,7,7,7,5,Raider,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Gamora,true,90,217523,8,7,15,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Ghost,false,90,178076,8,6,15,6,6,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Ghost Rider,true,90,189478,8,6,14,6,6,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Ghost-Spider,true,92,261904,8,8,16,7,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Graviton,true,70,67345,8,6,12,6,6,6,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Green Goblin,true,90,180693,8,7,15,6,6,6,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Groot,false,85,140445,8,6,15,6,6,6,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Gwenpool,false,80,121176,6,6,15,7,7,7,5,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Hand Archer,false,60,45742,8,6,10,6,6,0,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Hand Assassin,false,60,45243,8,6,10,6,6,0,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Hand Blademaster,false,42,18999,8,6,8,4,4,0,2,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Hand Sentry,false,65,56683,8,7,11,6,6,0,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Hand Sorceress,false,60,52929,8,7,11,6,6,0,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Hawkeye,true,92,224992,8,8,16,6,7,6,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Heimdall,true,90,210795,8,8,14,6,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Hela,true,90,230995,8,8,15,7,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Hulk,true,95,361759,8,8,17,7,7,7,5,Striker,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Hulkbuster,true,95,352521,8,8,17,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Human Torch,false,75,102719,8,7,13,6,7,6,5,Fortifier,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Hydra Armored Guard,false,70,68121,8,7,12,6,6,0,4,Fortifier,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Hydra Grenadier,true,72,68647,8,6,12,6,6,0,4,Raider,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Hydra Rifle Trooper,false,60,49836,8,6,11,6,6,0,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Hydra Scientist,false,60,56913,8,7,11,6,6,0,4,Healer,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Hydra Sniper,false,60,49178,8,6,11,6,6,0,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Iceman,true,90,203479,8,8,15,6,6,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Ikaris,true,95,333120,8,8,16,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Invisible Woman,false,86,192393,8,7,16,7,7,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Iron Fist,true,85,159044,8,7,15,6,7,6,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Iron Fist (WWII),true,95,253011,7,7,16,6,7,7,5,Healer,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Iron Man,true,95,286181,8,7,16,7,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Iron Man (Zombie),true,90,141821,5,3,16,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Ironheart,true,75,91091,8,6,12,6,6,7,5,Raider,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Jessica Jones,false,87,188358,8,8,13,7,7,6,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Jubilee,true,90,218649,8,7,16,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Juggernaut,false,80,129504,8,8,14,6,6,6,5,Fortifier,5,5,5,5,5,5
BigDiesel,SIGMA Infamously Strange,Kang the Conqueror,true,95,383482,8,8,17,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Karnak,true,75,92548,8,7,12,6,6,6,4,Striker,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Kate Bishop,true,90,209705,8,7,15,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Kestrel,true,95,349226,8,8,17,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Killmonger,true,90,187698,8,7,15,6,6,7,4,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Kingpin,false,92,201925,8,6,15,6,7,7,5,Fortifier,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Kitty Pryde,true,90,173906,8,6,15,7,7,6,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Korath the Pursuer,false,70,75230,8,7,12,6,6,6,4,Skirmisher,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Korg,false,95,205525,6,6,16,6,7,6,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Kree Cyborg,true,60,56961,8,7,11,6,6,0,4,Striker,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Kree Noble,false,60,42476,8,6,9,6,6,0,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Kree Oracle,false,60,41121,8,6,9,6,6,0,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Kree Reaper,true,70,81925,8,8,13,6,6,0,4,Raider,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Kree Royal Guard,false,60,50887,8,6,11,6,6,0,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Lady Deathstrike,true,90,227027,8,7,16,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Loki,false,95,324363,8,8,16,7,7,7,5,Skirmisher,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Loki (Teen),false,95,242728,6,6,16,6,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Longshot,true,92,214347,8,7,15,7,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Luke Cage,true,85,150202,8,7,15,6,6,6,5,Fortifier,7,7,7,7,7,7
BigDiesel,SIGMA Infamously Strange,M'Baku,false,90,199179,8,7,15,6,7,7,5,Fortifier,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Madelyne Pryor,true,86,188142,8,7,16,6,6,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Magik,false,80,127711,8,6,14,6,7,7,5,Striker,5,5,5,5,5,5
BigDiesel,SIGMA Infamously Strange,Magneto,true,95,335385,8,7,17,7,7,7,5,Striker,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Mantis,false,65,53010,8,6,10,6,6,6,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Maria Hill,true,90,211302,8,7,16,6,7,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Mercenary Lieutenant,false,90,169825,8,6,15,7,7,0,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Mercenary Riot Guard,false,90,161448,8,7,15,6,6,0,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Mercenary Sniper,false,35,9983,7,6,6,4,3,0,2,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Mercenary Soldier,true,80,108167,8,6,13,6,6,0,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Mighty Thor,true,90,183058,8,6,14,6,6,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Minn-Erva,true,85,150763,8,7,15,6,6,6,4,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Mister Fantastic,false,75,90695,8,6,13,6,7,6,5,Skirmisher,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Mister Negative,true,90,206596,7,7,15,6,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Mister Sinister,false,85,196338,8,8,15,7,7,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Misty Knight,true,86,179560,8,7,16,6,6,7,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Moon Knight,true,90,171096,8,7,14,6,6,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Moondragon,true,90,206079,8,7,15,6,7,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Moonstone,false,90,170602,6,6,15,6,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Morbius,true,90,200649,8,6,15,6,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Mordo,true,65,69940,8,6,12,6,6,6,5,Raider,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Morgan Le Fay,true,95,372391,8,7,17,7,8,7,6,Raider,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Ms. Marvel,true,90,219134,8,8,16,6,6,7,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Ms. Marvel (Hard Light),false,1,383,5,5,1,1,1,i,i,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Multiple Man,true,85,152164,8,6,15,6,6,7,5,Healer,7,7,7,7,7,7
BigDiesel,SIGMA Infamously Strange,Mysterio,true,75,95721,8,7,13,6,6,6,5,Skirmisher,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Mystique,true,85,156999,8,7,14,6,7,6,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Nakia,true,95,262895,7,7,16,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Namor,false,80,127003,8,6,14,6,6,7,5,Raider,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Nebula,true,90,177784,8,7,15,6,6,6,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Negasonic,false,86,178747,8,8,14,6,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Nemesis,true,95,300229,7,7,17,7,7,7,5,Striker,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Nick Fury,true,95,316707,8,8,17,6,7,7,5,Skirmisher,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Nico Minoru,true,85,164747,8,6,14,6,6,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Night Nurse,true,90,177571,8,6,15,6,7,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Nobu,false,80,138340,8,7,15,6,6,6,4,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Nova,false,95,229960,5,5,16,7,7,7,5,Raider,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Okoye,false,95,284366,8,7,16,7,7,7,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Omega Red,true,90,246111,8,7,16,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Phoenix,true,87,203489,8,8,15,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Photon,false,80,97516,5,5,15,6,7,7,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Phyla-Vell,true,90,201722,8,7,15,6,6,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Polaris,true,90,184521,8,7,15,6,6,6,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Proxima Midnight,false,90,216917,8,8,15,7,7,7,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Psylocke,true,95,333163,8,8,17,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Punisher,true,80,129577,8,7,14,6,6,7,5,Striker,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Pyro,true,80,122169,8,7,14,6,7,6,4,Striker,5,5,5,5,5,5
BigDiesel,SIGMA Infamously Strange,Quake,false,70,79728,8,6,13,6,6,6,4,Raider,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Quicksilver,true,95,191192,5,4,16,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Ravager Boomer,false,90,168377,8,6,15,6,7,0,4,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Ravager Bruiser,false,90,185002,8,8,15,6,6,0,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Ravager Stitcher,false,90,180668,8,7,16,6,6,0,4,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Red Guardian,true,80,114523,8,6,13,6,6,6,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Red Hulk,true,95,360671,8,7,17,7,8,7,6,Raider,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Red Skull,true,70,91085,8,8,12,6,6,7,5,Striker,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Rescue,false,75,91213,8,6,13,6,6,6,5,Fortifier,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,Rhino,true,75,84875,8,6,13,6,6,6,4,Fortifier,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Rocket Raccoon,false,85,155970,8,6,15,6,7,7,4,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Rogue,true,95,348233,8,6,17,8,7,7,6,Striker,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Ronan the Accuser,false,70,71803,8,6,12,6,6,6,4,Healer,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,S.H.I.E.L.D. Assault,true,70,64902,8,7,12,6,6,0,4,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,S.H.I.E.L.D. Medic,false,70,76640,8,6,13,6,6,0,5,Healer,4,4,4,4,4,4
BigDiesel,SIGMA Infamously Strange,S.H.I.E.L.D. Operative,false,70,71772,8,6,13,6,6,0,4,Healer,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,S.H.I.E.L.D. Security,false,70,72124,8,6,13,6,6,0,4,Fortifier,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,S.H.I.E.L.D. Trooper,false,50,30178,8,6,9,5,5,0,3,,0,0,0,0,0,0
BigDiesel,SIGMA Infamously Strange,Sabretooth,true,90,222803,8,8,15,6,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Scarlet Spider,true,92,247398,8,7,16,7,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Scarlet Witch,true,95,318126,8,7,17,7,7,7,5,Healer,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Scientist Supreme,true,85,140033,8,7,14,6,6,6,4,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Scream,true,85,157443,8,6,15,7,7,6,4,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Sersi,true,95,309263,8,7,16,7,7,7,5,Skirmisher,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Shang-Chi,true,92,237851,8,7,16,7,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Sharon Carter,true,92,232948,8,7,16,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Shatterstar,true,92,210156,8,7,15,6,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,She-Hulk,true,95,349497,8,8,17,7,7,7,5,Skirmisher,10,10,10,10,10,10
BigDiesel,SIGMA Infamously Strange,Shocker,false,65,61970,8,6,11,6,6,6,4,Striker,2,2,2,2,2,2
BigDiesel,SIGMA Infamously Strange,Shuri,true,95,282321,8,7,16,7,7,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Sif,false,90,200710,8,8,15,6,6,6,5,Fortifier,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Silver Samurai,true,90,175506,8,6,14,6,7,6,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Silver Surfer,true,95,306706,8,8,15,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Spider-Man,true,90,242102,8,8,16,7,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Spider-Man (Big Time),false,80,95639,4,2,15,6,6,6,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Spider-Man (Miles),true,90,235202,8,8,16,6,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Spider-Man (Noir),true,65,73676,7,7,12,6,6,6,4,Raider,5,5,5,5,5,5
BigDiesel,SIGMA Infamously Strange,Spider-Man (Symbiote),false,85,184964,8,7,15,7,7,7,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Spider-Man 2099,true,95,273633,8,7,16,6,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Spider-Punk,true,90,237099,8,8,16,6,7,7,5,Raider,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Spider-Weaver,true,95,358240,8,8,16,7,7,7,5,Striker,9,9,9,9,9,9
BigDiesel,SIGMA Infamously Strange,Spider-Woman,true,85,179977,8,8,14,6,6,6,5,Striker,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Squirrel Girl,true,91,230382,8,7,16,7,7,7,5,Healer,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Star-Lord,false,85,153546,8,6,15,6,6,7,5,Skirmisher,8,8,8,8,8,8
BigDiesel,SIGMA Infamously Strange,Star-Lord (Annihilation),false,95,222753,6,6,16,6,7,7,5,Striker,8,8,8,8,8,8
